cod_mun;codigo;digito;cidade;estado;latitude;longitude;altitude
1500958;150095;8;aurora do para;pa;-2,129376013;-47,5561746;50
1501006;150100;6;aveiro;pa;-3,605595259;-55,33073439;28
1501105;150110;5;bagre;pa;-1,88980806;-50,22198692;31
1501204;150120;4;baiao;pa;-2,791961861;-49,67275337;30
1501253;150125;3;bannach;pa;-7,351072192;-50,40604712;420
1501303;150130;3;barcarena;pa;-1,505767005;-48,62707289;15
1501402;150140;2;belem;pa;-1,459845;-48,48782569;10
1501451;150145;1;belterra;pa;-2,649020169;-54,94267474;152
1501501;150150;1;benevides;pa;-1,361437515;-48,24183645;28
1501576;150157;6;bom jesus do tocantins;pa;-5,047362704;-48,59903996;175
1501600;150160;0;bonito;pa;-1,367474357;-47,30589182;49
1501709;150170;9;braganca;pa;-1,053523956;-46,76575421;19
1501725;150172;5;brasil novo;pa;-3,297803704;-52,54344119;0
1501758;150175;8;brejo grande do araguaia;pa;-5,707296154;-48,40576042;110
1501782;150178;2;breu branco;pa;-3,778135413;-49,56987968;0
1501808;150180;8;breves;pa;-1,6907365;-50,4808948;40
1501907;150190;7;bujaru;pa;-1,513991462;-48,03587501;10
1501956;150195;6;cachoeira do piria;pa;-1,752897005;-46,54739142;0
1502004;150200;4;cachoeira do arari;pa;-1,008786266;-48,96066758;20
1502103;150210;3;cameta;pa;-2,24683848;-49,49783017;150
1502152;150215;2;canaa dos carajas;pa;-6,532196616;-49,84895843;210
1502202;150220;2;capanema;pa;-1,192441995;-47,17512612;24
1502301;150230;1;capitao poco;pa;-1,746187293;-47,06282538;73
1502400;150240;0;castanhal;pa;-1,295756805;-47,92664314;41
1502509;150250;9;chaves;pa;-0,16243729;-49,98931861;6
1502608;150260;8;colares;pa;-0,932091244;-48,28872843;15
1502707;150270;7;conceicao do araguaia;pa;-8,26486353;-49,26450081;165
1502756;150275;6;concordia do para;pa;-1,984521463;-47,94988694;440
1502764;150276;4;cumaru do norte;pa;-7,811106537;-50,77157838;299
1502772;150277;2;curionopolis;pa;-6,096819952;-49,60221422;180
1502806;150280;6;curralinho;pa;-1,80942342;-49,79152285;15
1502855;150285;5;curua;pa;-1,889928704;-55,11967861;0
1502905;150290;5;curuca;pa;-0,73249551;-47,85126509;37
1502939;150293;9;dom eliseu;pa;-4,29077772;-47,55591489;180
1502954;150295;4;eldorado dos carajas;pa;-6,103525161;-49,37395194;140
1503002;150300;2;faro;pa;-2,172975242;-56,74575302;31
1503044;150304;4;floresta do araguaia;pa;-7,558700872;-49,69757841;190
1503077;150307;7;garrafao do norte;pa;-1,931697043;-47,04504602;56
1503093;150309;3;goianesia do para;pa;-3,842468;-49,10104492;103
1503101;150310;1;gurupa;pa;-1,404918;-51,64369572;20
1503200;150320;0;igarape-acu;pa;-1,124322;-47,62237549;50
1503309;150330;9;igarape-miri;pa;-1,983116;-48,96229947;17
1503408;150340;8;inhangapi;pa;-1,426581981;-47,91339275;35
1503457;150345;7;ipixuna do para;pa;-2,5575285;-47,49971759;50
1503507;150350;7;irituia;pa;-1,771474995;-47,44075561;25
1503606;150360;6;itaituba;pa;-4,26372948;-55,99004886;15
1503705;150370;5;itupiranga;pa;-5,128837026;-49,32442586;89
1503754;150375;4;jacareacanga;pa;-6,223551731;-57,76633986;70
1503804;150380;4;jacunda;pa;-4,448405475;-49,11278156;108
1503903;150390;3;juruti;pa;-2,155252995;-56,09499769;36
1504000;150400;0;limoeiro do ajuru;pa;-1,8919485;-49,3815339;28
1504059;150405;9;mae do rio;pa;-2,047707441;-47,55229018;25
1504109;150410;9;magalhaes barata;pa;-0,795850156;-47,5991819;50
1504208;150420;8;maraba;pa;-5,352605763;-49,14202533;84
1504307;150430;7;maracana;pa;-0,76241946;-47,45526796;45
1504406;150440;6;marapanim;pa;-0,712150996;-47,70254875;40
1504422;150442;2;marituba;pa;-1,346417266;-48,34053588;18
1504455;150445;5;medicilandia;pa;-3,445417412;-52,88834535;151
1504505;150450;5;melgaco;pa;-1,803446699;-50,7174647;12
1504604;150460;4;mocajuba;pa;-2,582872973;-49,50902346;30
1504703;150470;3;moju;pa;-1,885889;-48,76719913;16
1504752;150475;2;mojui dos campos;pa;-2,68472222;-54,64305556;84
1504802;150480;2;monte alegre;pa;-2,003328;-54,07337473;38
1504901;150490;1;muana;pa;-1,530026208;-49,21683244;22
1504950;150495;0;nova esperanca do piria;pa;-2,267625989;-46,96209288;0
1504976;150497;6;nova ipixuna;pa;-4,923086307;-49,07988694;118
1505007;150500;7;nova timboteua;pa;-1,204143647;-47,39320228;51
1505031;150503;1;novo progresso;pa;-7,034835913;-55,41987012;240
1505064;150506;4;novo repartimento;pa;-4,2481485;-49,94863824;0
1505106;150510;6;obidos;pa;-1,909235496;-55,51632351;45
1505205;150520;5;oeiras do para;pa;-2,004734;-49,85510611;2
1505304;150530;4;oriximina;pa;-1,7637535;-55,86279952;46
1505403;150540;3;ourem;pa;-1,548947142;-47,11761936;40
1505437;150543;7;ourilandia do norte;pa;-6,740617086;-51,09083277;280
1505486;150548;6;pacaja;pa;-3,830305704;-50,63484083;105
1505494;150549;4;palestina do para;pa;-5,749934106;-48,32179373;0
1505502;150550;2;paragominas;pa;-2,9941905;-47,35696156;90
1505536;150553;6;parauapebas;pa;-6,072729888;-49,90078063;18
1505551;150555;1;pau d'arco;pa;-7,836794404;-50,04827553;0
1505601;150560;1;peixe-boi;pa;-1,189569241;-47,31792702;34
1505635;150563;5;picarra;pa;-6,453676235;-48,86840067;215
1505650;150565;0;placas;pa;-3,867315562;-54,21696813;95
1505700;150570;0;ponta de pedras;pa;-1,396599998;-48,87178556;10
1505809;150580;9;portel;pa;-1,936451;-50,82249044;19
1505908;150590;8;porto de moz;pa;-1,746090089;-52,24247692;15
1506005;150600;5;prainha;pa;-1,8056945;-53,48181394;70
1506104;150610;4;primavera;pa;-0,940111516;-47,11725126;48
1506112;150611;2;quatipuru;pa;-0,900115854;-47,00678699;29
1506138;150613;8;redencao;pa;-8,0276045;-50,02964183;227
1506161;150616;1;rio maria;pa;-7,311115245;-50,04641088;205
1506187;150618;7;rondon do para;pa;-4,777821727;-48,06997375;195
1506195;150619;5;ruropolis;pa;-4,09906539;-54,90586226;170
1506203;150620;3;salinopolis;pa;-0,623638;-47,35312026;21
1506302;150630;2;salvaterra;pa;-0,754525974;-48,5131866;5
1506351;150635;1;santa barbara do para;pa;-1,229439467;-48,29774065;21
1506401;150640;1;santa cruz do arari;pa;-0,659974126;-49,17161557;6
1506500;150650;0;santa izabel do para;pa;-1,297395901;-48,16305994;24
1506559;150655;9;santa luzia do para;pa;-1,518827891;-46,9061692;0
1506583;150658;3;santa maria das barreiras;pa;-8,87055054;-49,71935186;150
1506609;150660;9;santa maria do para;pa;-1,347866459;-47,57469541;51
1506708;150670;8;santana do araguaia;pa;-9,329424525;-50,34480432;160
1506807;150680;7;santarem;pa;-2,43621333;-54,71857017;51
1506906;150690;6;santarem novo;pa;-0,928719536;-47,40092474;30
1507003;150700;3;santo antonio do taua;pa;-1,1516925;-48,13243307;17
1507102;150710;2;sao caetano de odivelas;pa;-0,74661776;-48,0258055;5
1507151;150715;1;sao domingos do araguaia;pa;-5,549841;-48,72037341;130
1507201;150720;1;sao domingos do capim;pa;-1,6758145;-47,77478457;20
1507300;150730;0;sao felix do xingu;pa;-6,642483278;-51,99378252;220
1507409;150740;9;sao francisco do para;pa;-1,170188785;-47,79051461;46
1507458;150745;8;sao geraldo do araguaia;pa;-6,39895797;-48,55571249;145
1507466;150746;6;sao joao da ponta;pa;-0,851002145;-47,92072417;34
1507474;150747;4;sao joao de pirabas;pa;-0,766442532;-47,1726743;35
1507508;150750;8;sao joao do araguaia;pa;-5,359002724;-48,7886334;99
1507607;150760;7;sao miguel do guama;pa;-1,617135914;-47,48240894;10
1507706;150770;6;sao sebastiao da boa vista;pa;-1,7188505;-49,53231217;2
1507755;150775;5;sapucaia;pa;-6,942857113;-49,70358071;190
1507805;150780;5;senador jose porfirio;pa;-2,594850418;-51,95305642;20
1507904;150790;4;soure;pa;-0,7259255;-48,51601266;10
1507953;150795;3;tailandia;pa;-2,9370795;-48,95128163;460
1507961;150796;1;terra alta;pa;-1,034826664;-47,90780835;35
1507979;150797;9;terra santa;pa;-2,108114474;-56,49090477;18
1508001;150800;1;tome-acu;pa;-2,419366855;-48,14689659;45
1508035;150803;5;tracuateua;pa;-1,068784059;-46,89947834;20
1508050;150805;0;trairao;pa;-4,69981915;-55,99617003;105
1508084;150808;4;tucuma;pa;-6,749972007;-51,13953925;34
1508100;150810;0;tucurui;pa;-3,766889084;-49,66718437;42
1508126;150812;6;ulianopolis;pa;-3,75719301;-47,50314475;130
1508159;150815;9;uruara;pa;-3,7065285;-53,73703105;129
1508209;150820;9;vigia;pa;-0,855532574;-48,14149859;6
1508308;150830;8;viseu;pa;-1,203278527;-46,13876522;15
1508357;150835;7;vitoria do xingu;pa;-2,88376571;-52,01126035;0
1508407;150840;7;xinguara;pa;-7,101512827;-49,94270058;279
1600055;160005;5;serra do navio;ap;0,897841041;-52,00353844;0
1600105;160010;5;amapa;ap;2,053921245;-50,79321447;8
1600154;160015;4;pedra branca do amapari;ap;0,776882861;-51,94659427;0
1600204;160020;4;calcoene;ap;2,496559045;-50,94477273;12
1600212;160021;2;cutias;ap;0,971078055;-50,80162603;0
1600238;160023;8;ferreira gomes;ap;0,853977393;-51,18742905;50
1600253;160025;3;itaubal;ap;0,600653288;-50,70017944;27
1600279;160027;9;laranjal do jari;ap;-0,8556645;-52,53902074;22
1600303;160030;3;macapa;ap;0,03895101;-51,05740546;16
1600402;160040;2;mazagao;ap;-0,124396329;-51,28607686;60
1600501;160050;1;oiapoque;ap;3,851130733;-51,83055256;10
1600535;160053;5;porto grande;ap;0,712554702;-51,41444882;60
1600550;160055;0;pracuuba;ap;1,742508487;-50,78425372;0
1600600;160060;0;santana;ap;-0,038373479;-51,17284647;15
1600709;160070;9;tartarugalzinho;ap;1,50984824;-50,91278615;13
1600808;160080;8;vitoria do jari;ap;-0,918977089;-52,41961478;0
1700251;170025;1;abreulandia;to;-9,621790712;-49,16243756;245
1700301;170030;1;aguiarnopolis;to;-6,547170821;-47,47045659;150
1700350;170035;0;alianca do tocantins;to;-11,30374305;-48,94124002;333
1700400;170040;0;almas;to;-11,57452347;-47,17417168;397
1700707;170070;7;alvorada;to;-12,47881532;-49,12681141;289
1701002;170100;2;ananas;to;-6,362818154;-48,07976461;220
1701051;170105;1;angico;to;-6,38775275;-47,86207784;290
1701101;170110;1;aparecida do rio negro;to;-9,955877715;-47,97667001;265
1701309;170130;9;aragominas;to;-7,164349271;-48,52343019;345
1701903;170190;3;araguacema;to;-8,801802544;-49,56181264;159
1702000;170200;0;araguacu;to;-12,92558371;-49,82861244;278
1702109;170210;9;araguaina;to;-7,19132894;-48,20870525;227
1702158;170215;8;araguana;to;-6,58224942;-48,64374955;142
1702208;170220;8;araguatins;to;-5,650586473;-48,12350734;103
1702307;170230;7;arapoema;to;-7,652569735;-49,07563739;221
1702406;170240;6;arraias;to;-12,93441986;-46,94610706;682
1702554;170255;4;augustinopolis;to;-5,465414296;-47,88095679;145
1702703;170270;3;aurora do tocantins;to;-12,70848986;-46,40708298;468
1702901;170290;1;axixa do tocantins;to;-5,624309066;-47,77415603;210
1703008;170300;8;babaculandia;to;-7,201864532;-47,75881613;178
1703057;170305;7;bandeirantes do tocantins;to;-7,764859141;-48,5783806;288
1703073;170307;3;barra do ouro;to;-7,691766599;-47,68713497;161
1703107;170310;7;barrolandia;to;-9,831653365;-48,73146059;361
1703206;170320;6;bernardo sayao;to;-7,868512483;-48,89905435;149
1703305;170330;5;bom jesus do tocantins;to;-8,963348013;-48,16638049;204
1703602;170360;2;brasilandia do tocantins;to;-8,384889351;-48,48537442;224
1703701;170370;1;brejinho de nazare;to;-11,01080506;-48,55866023;247
1703800;170380;0;buriti do tocantins;to;-5,313538856;-48,22325013;198
1703826;170382;6;cachoeirinha;to;-6,113241647;-47,91419778;190
1703842;170384;2;campos lindos;to;-7,971681394;-46,80197435;0
1703867;170386;7;cariri do tocantins;to;-11,88899746;-49,17104073;295
1703883;170388;3;carmolandia;to;-7,031478778;-48,39595993;0
1703891;170389;1;carrasco bonito;to;-5,322661355;-48,03063343;285
1703909;170390;9;caseara;to;-9,267406219;-49,94869227;174
1704105;170410;5;centenario;to;-8,958463639;-47,33839851;0
1704600;170460;0;chapada de areia;to;-10,14198858;-49,18310786;240
1705102;170510;2;chapada da natividade;to;-11,62426783;-47,75390489;365
1705508;170550;8;colinas do tocantins;to;-8,054624675;-48,48159454;227
1705557;170555;7;combinado;to;-12,81860767;-46,55207234;383
1705607;170560;7;conceicao do tocantins;to;-12,21727777;-47,29286881;400
1706001;170600;1;couto magalhaes;to;-8,35511837;-49,17657157;150
1706100;170610;0;cristalandia;to;-10,59072464;-49,18630029;286
1706258;170625;8;crixas do tocantins;to;-11,10427429;-48,91551383;250
1706506;170650;6;darcinopolis;to;-6,712351001;-47,75216111;0
1707009;170700;9;dianopolis;to;-11,62523188;-46,82040907;693
1707108;170710;8;divinopolis do tocantins;to;-9,79530114;-49,20541319;270
1707207;170720;7;dois irmaos do tocantins;to;-9,26129671;-49,06733864;241
1707306;170730;6;duere;to;-11,34128542;-49,26587592;235
1707405;170740;5;esperantina;to;-5,366608059;-48,5441476;0
1707553;170755;3;fatima;to;-10,75250873;-48,89898266;342
1707652;170765;2;figueiropolis;to;-12,13677998;-49,17384673;291
1707702;170770;2;filadelfia;to;-7,337611906;-47,48496414;169
1708205;170820;5;formoso do araguaia;to;-11,80514197;-49,52686036;240
1708254;170825;4;fortaleza do tabocao;to;-9,058965301;-48,51742642;0
1708304;170830;4;goianorte;to;-8,770520805;-48,93689019;256
1709005;170900;5;goiatins;to;-7,70917239;-47,31543549;192
1709302;170930;2;guarai;to;-8,836165658;-48,50864061;259
1709500;170950;0;gurupi;to;-11,72977232;-49,07147747;287
1709807;170980;7;ipueiras;to;-11,24628862;-48,45192623;237
1710508;171050;8;itacaja;to;-8,390980552;-47,7681124;196
1710706;171070;6;itaguatins;to;-5,775385088;-47,47993595;130
1710904;171090;4;itapiratins;to;-8,384329593;-48,11119961;160
1711100;171110;0;itapora do tocantins;to;-8,568828612;-48,6932637;350
1711506;171150;6;jau do tocantins;to;-12,65292637;-48,59460829;365
1711803;171180;3;juarina;to;-8,117423968;-49,09864319;180
1711902;171190;2;lagoa da confusao;to;-10,78869556;-49,62008534;0
1711951;171195;1;lagoa do tocantins;to;-10,2968867;-47,56144663;0
1712009;171200;9;lajeado;to;-9,744682436;-48,35850395;202
1712157;171215;7;lavandeira;to;-12,79165879;-46,50667572;330
1712405;171240;5;lizarda;to;-9,594570288;-46,67516546;423
1712454;171245;4;luzinopolis;to;-6,19398966;-47,85682804;250
1712504;171250;4;marianopolis do tocantins;to;-9,798880359;-49,65103399;146
1712702;171270;2;mateiros;to;-10,54442885;-46,41246574;493
1712801;171280;1;maurilandia do tocantins;to;-5,952566421;-47,50487996;0
1713205;171320;5;miracema do tocantins;to;-9,568346078;-48,38799131;197
1713304;171330;4;miranorte;to;-9,517404731;-48,59263194;222
1713601;171360;1;monte do carmo;to;-10,76354219;-48,11042003;295
1713700;171370;0;monte santo do tocantins;to;-10,00559143;-48,9908906;280
1713809;171380;9;palmeiras do tocantins;to;-6,611862335;-47,55868353;0
1713957;171395;7;muricilandia;to;-7,138519285;-48,60674528;190
1714203;171420;3;natividade;to;-11,70535738;-47,72725753;323
1714302;171430;2;nazare;to;-6,372557969;-47,66697718;240
1714880;171488;0;nova olinda;to;-7,633314911;-48,42480679;257
1715002;171500;2;nova rosalandia;to;-10,56687114;-48,90618072;255
1715101;171510;1;novo acordo;to;-9,968486466;-47,66814839;205
1715150;171515;0;novo alegre;to;-12,90993867;-46,57729735;539
1715259;171525;9;novo jardim;to;-11,81587505;-46,6307873;0
1715507;171550;7;oliveira de fatima;to;-10,70836271;-48,90740157;302
1715705;171570;5;palmeirante;to;-7,857561376;-47,93424971;140
1715754;171575;4;palmeiropolis;to;-13,03988843;-48,41341396;438
1716109;171610;9;paraiso do tocantins;to;-10,17122075;-48,88663008;387
1716208;171620;8;parana;to;-12,62048149;-47,88408373;274
1716307;171630;7;pau d'arco;to;-7,539998356;-49,36330648;0
1716505;171650;5;pedro afonso;to;-8,964449592;-48,17755611;201
1716604;171660;4;peixe;to;-12,02977383;-48,53781063;240
1716653;171665;3;pequizeiro;to;-8,593340654;-48,93517987;283
1716703;171670;3;colmeia;to;-8,729371807;-48,75706659;362
1717008;171700;8;pindorama do tocantins;to;-11,13820258;-47,57568772;429
1717206;171720;6;piraque;to;-6,769777033;-48,29370739;186
1717503;171750;3;pium;to;-10,44093112;-49,16665801;249
1717800;171780;0;ponte alta do bom jesus;to;-12,08781291;-46,46958679;512
1717909;171790;9;ponte alta do tocantins;to;-10,74067285;-47,54118036;294
1718006;171800;6;porto alegre do tocantins;to;-11,6072591;-47,0474256;387
1718204;171820;4;porto nacional;to;-10,70856992;-48,41215346;212
1718303;171830;3;praia norte;to;-5,396712877;-47,81473173;122
1718402;171840;2;presidente kennedy;to;-8,529960828;-48,50433067;247
1718451;171845;1;pugmil;to;-10,42430716;-48,89422045;340
1718501;171850;1;recursolandia;to;-8,735360454;-47,2380412;0
1718550;171855;0;riachinho;to;-6,442211388;-48,1410455;160
1718659;171865;9;rio da conceicao;to;-11,40494002;-46,8803997;496
1718709;171870;9;rio dos bois;to;-9,343742239;-48,53304797;230
1718758;171875;8;rio sono;to;-9,347789334;-47,89994164;196
1718808;171880;8;sampaio;to;-5,349295616;-47,87579246;115
1718840;171884;0;sandolandia;to;-12,54160017;-49,93338815;0
1718865;171886;5;santa fe do araguaia;to;-7,149936385;-48,6939418;190
1718881;171888;1;santa maria do tocantins;to;-8,774976449;-47,74527042;310
1718899;171889;9;santa rita do tocantins;to;-10,86645537;-48,90929401;280
1718907;171890;7;santa rosa do tocantins;to;-11,451404;-48,11995422;310
1719004;171900;4;santa tereza do tocantins;to;-10,28236153;-47,80628832;263
1720002;172000;2;santa terezinha do tocantins;to;-6,436997618;-47,68428536;250
1720101;172010;1;sao bento do tocantins;to;-6,044999257;-47,91939229;230
1720150;172015;0;sao felix do tocantins;to;-10,17328585;-46,65498083;0
1720200;172020;0;sao miguel do tocantins;to;-5,553819529;-47,57300234;160
1720259;172025;9;sao salvador do tocantins;to;-12,74743341;-48,23208499;120
1720309;172030;9;sao sebastiao do tocantins;to;-5,258961454;-48,20383415;105
1720499;172049;9;sao valerio;to;-11,97306746;-48,23294843;360
1720655;172065;5;silvanopolis;to;-11,14986131;-48,17982414;269
1720804;172080;4;sitio novo do tocantins;to;-5,604726857;-47,63742265;200
1720853;172085;3;sucupira;to;-11,98622151;-48,91112628;250
1720903;172090;3;taguatinga;to;-12,39614174;-46,4387317;599
1720937;172093;7;taipas do tocantins;to;-12,19283721;-46,9845718;407
1720978;172097;8;talisma;to;-12,78753841;-49,09111843;270
1721000;172100;0;palmas;to;-10,16325333;-48,35104371;230
1721109;172110;9;tocantinia;to;-9,558147734;-48,37587967;202
1721208;172120;8;tocantinopolis;to;-6,325634376;-47,42741293;134
1721257;172125;7;tupirama;to;-8,980569549;-48,2066848;202
1721307;172130;7;tupiratins;to;-8,395529997;-48,12299574;160
1722081;172208;1;wanderlandia;to;-6,850125517;-47,95626773;257
1722107;172210;7;xambioa;to;-6,41188502;-48,53160107;141
2100055;210005;5;acailandia;ma;-4,951377;-47,50666459;240
2100204;210020;4;alcantara;ma;-2,403276525;-44,41701254;32
2100402;210040;2;altamira do maranhao;ma;-4,162269267;-45,46467583;0
2100436;210043;6;alto alegre do maranhao;ma;-4,207227;-44,44824749;50
2100477;210047;7;alto alegre do pindare;ma;-3,665170374;-45,84207962;0
2100501;210050;1;alto parnaiba;ma;-9,108365932;-45,92734401;282
2100550;210055;0;amapa do maranhao;ma;-1,680921495;-46,0091799;0
2100600;210060;0;amarante do maranhao;ma;-5,557662;-46,75063755;249
2100709;210070;9;anajatuba;ma;-3,257554842;-44,62067003;9
2100832;210083;2;apicum-acu;ma;-1,530591578;-45,07665207;0
2100873;210087;3;araguana;ma;-2,949125623;-45,66879448;0
2100956;210095;6;arame;ma;-4,886081505;-46,01363628;10
2101004;210100;4;arari;ma;-3,45917097;-44,77883465;7
2101103;210110;3;axixa;ma;-2,837796837;-44,05458581;27
2101202;210120;2;bacabal;ma;-4,23152463;-44,78155596;21
2101251;210125;1;bacabeira;ma;-2,985824779;-44,31542299;44
2101350;210135;0;bacurituba;ma;-2,710871977;-44,73574201;15
2101400;210140;0;balsas;ma;-7,53116999;-46,03899267;247
2101608;210160;8;barra do corda;ma;-5,5083395;-45,23901102;83
2101772;210177;2;bela vista do maranhao;ma;-3,73773325;-45,24824588;0
2101806;210180;6;benedito leite;ma;-7,218799795;-44,5598568;173
2101905;210190;5;bequimao;ma;-2,462062995;-44,78573016;17
2101939;210193;9;bernardo do mearim;ma;-4,630287491;-44,7643231;0
2101970;210197;0;boa vista do gurupi;ma;-1,793296136;-46,29871005;0
2102002;210200;2;bom jardim;ma;-3,544160978;-45,60188939;40
2102036;210203;6;bom jesus das selvas;ma;-4,489968353;-46,85324122;0
2102077;210207;7;bom lugar;ma;-4,375509601;-45,03110786;0
2102150;210215;0;brejo de areia;ma;-4,330629897;-45,58209527;0
2102309;210230;9;buriti bravo;ma;-5,835288132;-43,83562154;227
2102325;210232;5;buriticupu;ma;-4,325947726;-46,45149532;0
2102358;210235;8;buritirana;ma;-5,588915142;-47,01722509;250
2102374;210237;4;cachoeira grande;ma;-2,931921039;-44,05968502;48
2102408;210240;8;cajapio;ma;-2,882882203;-44,67337716;18
2102507;210250;7;cajari;ma;-3,323868831;-45,00796533;13
2102556;210255;6;campestre do maranhao;ma;-6,164716646;-47,36763286;100
2102606;210260;6;candido mendes;ma;-1,453889109;-45,73726837;10
2102705;210270;5;cantanhede;ma;-3,628364312;-44,38181614;25
2102754;210275;4;capinzal do norte;ma;-4,721245389;-44,33043625;132
2102804;210280;4;carolina;ma;-7,330783005;-47,4700918;167
2102903;210290;3;carutapera;ma;-1,200602;-46,02315083;26
2103109;210310;9;cedral;ma;-1,997915926;-44,53078953;30
2103125;210312;5;central do maranhao;ma;-2,191313908;-44,8318437;45
2103158;210315;8;centro do guilherme;ma;-2,456985082;-46,03996011;0
2103174;210317;4;centro novo do maranhao;ma;-2,144291699;-46,12840895;0
2103257;210325;7;cidelandia;ma;-5,177421047;-47,78423278;241
2103307;210330;7;codo;ma;-4,4513375;-43,88608024;47
2103505;210350;5;colinas;ma;-6,02736552;-44,24978023;141
2103554;210355;4;conceicao do lago-acu;ma;-3,841118458;-44,90301591;21
2103604;210360;4;coroata;ma;-4,128976;-44,1255992;35
2103703;210370;3;cururupu;ma;-1,825520781;-44,86776162;12
2103752;210375;2;davinopolis;ma;-5,534456216;-47,40499639;180
2103802;210380;2;dom pedro;ma;-5,038447635;-44,44000991;142
2104008;210400;8;esperantinopolis;ma;-4,870300897;-44,8860687;90
2104057;210405;7;estreito;ma;-6,56808498;-47,44788299;153
2104073;210407;3;feira nova do maranhao;ma;-6,963135541;-46,68735522;331
2104081;210408;1;fernando falcao;ma;-6,154978463;-44,9107074;210
2104099;210409;9;formosa da serra negra;ma;-6,435304106;-46,18635701;288
2104107;210410;7;fortaleza dos nogueiras;ma;-6,965926087;-46,18555754;430
2104206;210420;6;fortuna;ma;-5,736224132;-44,16062843;215
2104305;210430;5;godofredo viana;ma;-1,409800187;-45,77175481;10
2104404;210440;4;goncalves dias;ma;-5,143955569;-44,30590654;140
2104503;210450;3;governador archer;ma;-5,025387824;-44,27575653;145
2104552;210455;2;governador edison lobao;ma;-5,747411739;-47,36893584;208
2104602;210460;2;governador eugenio barros;ma;-5,322491002;-44,24696265;145
2104628;210462;8;governador luiz rocha;ma;-5,472864685;-44,07088734;119
2104651;210465;1;governador newton bello;ma;-3,42970472;-45,6745018;0
2104677;210467;7;governador nunes freire;ma;-2,13496236;-45,88148113;0
2104701;210470;1;graca aranha;ma;-5,404821213;-44,33579126;192
2104800;210480;0;grajau;ma;-5,818548431;-46,14239564;172
2104909;210490;9;guimaraes;ma;-2,135077158;-44,59774646;41
2105104;210510;4;icatu;ma;-2,774827863;-44,06584847;12
2105153;210515;3;igarape do meio;ma;-3,636708522;-45,1833277;0
2105203;210520;3;igarape grande;ma;-4,660853806;-44,86740335;80
2105302;210530;2;imperatriz;ma;-5,526524025;-47,47981081;116
2105351;210535;1;itaipava do grajau;ma;-5,144582262;-45,7926825;110
2105401;210540;1;itapecuru mirim;ma;-3,39904548;-44,35426339;20
2105427;210542;7;itinga do maranhao;ma;-4,455003998;-47,52790996;200
2105450;210545;0;jatoba;ma;-5,819666937;-44,21991477;190
2105476;210547;6;jenipapo dos vieiras;ma;-5,369424926;-45,63337911;150
2105500;210550;0;joao lisboa;ma;-5,453662942;-47,40503615;291
2105609;210560;9;joselandia;ma;-4,972693329;-44,69915256;60
2105658;210565;8;junco do maranhao;ma;-1,874609598;-46,07072607;0
2105708;210570;8;lago da pedra;ma;-4,564744515;-45,12589136;95
2105807;210580;7;lago do junco;ma;-4,607643218;-45,05134439;90
2105906;210590;6;lago verde;ma;-4,038711295;-44,93763523;16
2105948;210594;8;lago dos rodrigues;ma;-4,612375777;-44,97644233;0
2105963;210596;3;lagoa grande do maranhao;ma;-4,993123737;-45,39061428;0
2105989;210598;9;lajeado novo;ma;-6,191609227;-47,03244752;100
2106003;210600;3;lima campos;ma;-4,517045987;-44,46934033;82
2106102;210610;2;loreto;ma;-7,094454165;-45,13924164;193
2106201;210620;1;luis domingues;ma;-1,325460244;-45,89533199;5
2106326;210632;6;maracacume;ma;-2,05616455;-45,95863904;0
2106359;210635;9;maraja do sena;ma;-4,620313324;-45,45723765;0
